Reference Area,Reference Period,Indicator,Sex,Measure Type,Value
Scotland,2017,Dental anxiety: I do not feel nervous at all,All,Percent,64
Scotland,2017,Dental anxiety: I do not feel nervous at all,All,95% Lower Confidence Limit,60.8
Scotland,2017,Dental anxiety: I do not feel nervous at all,All,95% Upper Confidence Limit,66.3
Scotland,2017,Dental anxiety: I do not feel nervous at all,Female,Percent,57
Scotland,2017,Dental anxiety: I do not feel nervous at all,Female,95% Lower Confidence Limit,54.1
Scotland,2017,Dental anxiety: I do not feel nervous at all,Female,95% Upper Confidence Limit,60.8
Scotland,2017,Dental anxiety: I do not feel nervous at all,Male,Percent,70
Scotland,2017,Dental anxiety: I do not feel nervous at all,Male,95% Lower Confidence Limit,66.6
Scotland,2017,Dental anxiety: I do not feel nervous at all,Male,95% Upper Confidence Limit,73.8
Scotland,2017,Dental anxiety: I feel a bit nervous,All,Percent,21
Scotland,2017,Dental anxiety: I feel a bit nervous,All,95% Lower Confidence Limit,19.3
Scotland,2017,Dental anxiety: I feel a bit nervous,All,95% Upper Confidence Limit,23.6
Scotland,2017,Dental anxiety: I feel a bit nervous,Female,Percent,24
Scotland,2017,Dental anxiety: I feel a bit nervous,Female,95% Lower Confidence Limit,21.4
Scotland,2017,Dental anxiety: I feel a bit nervous,Female,95% Upper Confidence Limit,27
Scotland,2017,Dental anxiety: I feel a bit nervous,Male,Percent,18
Scotland,2017,Dental anxiety: I feel a bit nervous,Male,95% Lower Confidence Limit,15.6
Scotland,2017,Dental anxiety: I feel a bit nervous,Male,95% Upper Confidence Limit,21.4
Scotland,2017,Dental anxiety: I feel very nervous,All,Percent,15
Scotland,2017,Dental anxiety: I feel very nervous,All,95% Lower Confidence Limit,13
Scotland,2017,Dental anxiety: I feel very nervous,All,95% Upper Confidence Limit,17
Scotland,2017,Dental anxiety: I feel very nervous,Female,Percent,18
Scotland,2017,Dental anxiety: I feel very nervous,Female,95% Lower Confidence Limit,15.9
Scotland,2017,Dental anxiety: I feel very nervous,Female,95% Upper Confidence Limit,20.9
Scotland,2017,Dental anxiety: I feel very nervous,Male,Percent,11
Scotland,2017,Dental anxiety: I feel very nervous,Male,95% Lower Confidence Limit,8.5
Scotland,2017,Dental anxiety: I feel very nervous,Male,95% Upper Confidence Limit,14.1
Scotland,2017,Doctor-diagnosed asthma (children): No,All,Percent,90
Scotland,2017,Doctor-diagnosed asthma (children): No,All,95% Lower Confidence Limit,88.1
Scotland,2017,Doctor-diagnosed asthma (children): No,All,95% Upper Confidence Limit,92.1
Scotland,2017,Doctor-diagnosed asthma (children): No,Female,Percent,93
Scotland,2017,Doctor-diagnosed asthma (children): No,Female,95% Lower Confidence Limit,91
Scotland,2017,Doctor-diagnosed asthma (children): No,Female,95% Upper Confidence Limit,95.8
Scotland,2017,Doctor-diagnosed asthma (children): No,Male,Percent,87
Scotland,2017,Doctor-diagnosed asthma (children): No,Male,95% Lower Confidence Limit,83.7
Scotland,2017,Doctor-diagnosed asthma (children): No,Male,95% Upper Confidence Limit,90
Scotland,2017,Doctor-diagnosed asthma (children): Yes,All,Percent,10
Scotland,2017,Doctor-diagnosed asthma (children): Yes,All,95% Lower Confidence Limit,7.9
Scotland,2017,Doctor-diagnosed asthma (children): Yes,All,95% Upper Confidence Limit,11.9
Scotland,2017,Doctor-diagnosed asthma (children): Yes,Female,Percent,7
Scotland,2017,Doctor-diagnosed asthma (children): Yes,Female,95% Lower Confidence Limit,4.2
Scotland,2017,Doctor-diagnosed asthma (children): Yes,Female,95% Upper Confidence Limit,9
Scotland,2017,Doctor-diagnosed asthma (children): Yes,Male,Percent,13
Scotland,2017,Doctor-diagnosed asthma (children): Yes,Male,95% Lower Confidence Limit,10
Scotland,2017,Doctor-diagnosed asthma (children): Yes,Male,95% Upper Confidence Limit,16.3
Scotland,2017,Doctor-diagnosed asthma: No,All,Percent,84
Scotland,2017,Doctor-diagnosed asthma: No,All,95% Lower Confidence Limit,82.4
Scotland,2017,Doctor-diagnosed asthma: No,All,95% Upper Confidence Limit,86
Scotland,2017,Doctor-diagnosed asthma: No,Female,Percent,83
Scotland,2017,Doctor-diagnosed asthma: No,Female,95% Lower Confidence Limit,80.7
Scotland,2017,Doctor-diagnosed asthma: No,Female,95% Upper Confidence Limit,85.3
Scotland,2017,Doctor-diagnosed asthma: No,Male,Percent,85
Scotland,2017,Doctor-diagnosed asthma: No,Male,95% Lower Confidence Limit,82.8
Scotland,2017,Doctor-diagnosed asthma: No,Male,95% Upper Confidence Limit,88.2
Scotland,2017,Doctor-diagnosed asthma: Yes,All,Percent,16
Scotland,2017,Doctor-diagnosed asthma: Yes,All,95% Lower Confidence Limit,14
Scotland,2017,Doctor-diagnosed asthma: Yes,All,95% Upper Confidence Limit,17.6
Scotland,2017,Doctor-diagnosed asthma: Yes,Female,Percent,17
Scotland,2017,Doctor-diagnosed asthma: Yes,Female,95% Lower Confidence Limit,14.7
Scotland,2017,Doctor-diagnosed asthma: Yes,Female,95% Upper Confidence Limit,19.3
Scotland,2017,Doctor-diagnosed asthma: Yes,Male,Percent,15
Scotland,2017,Doctor-diagnosed asthma: Yes,Male,95% Lower Confidence Limit,11.8
Scotland,2017,Doctor-diagnosed asthma: Yes,Male,95% Upper Confidence Limit,17.2
Scotland,2017,Fruit & vegetable consumption (children): 5 portions or more,All,Percent,15
Scotland,2017,Fruit & vegetable consumption (children): 5 portions or more,All,95% Lower Confidence Limit,13.2
Scotland,2017,Fruit & vegetable consumption (children): 5 portions or more,All,95% Upper Confidence Limit,17.8
Scotland,2017,Fruit & vegetable consumption (children): 5 portions or more,Female,Percent,16
Scotland,2017,Fruit & vegetable consumption (children): 5 portions or more,Female,95% Lower Confidence Limit,13.2
Scotland,2017,Fruit & vegetable consumption (children): 5 portions or more,Female,95% Upper Confidence Limit,19.5
Scotland,2017,Fruit & vegetable consumption (children): 5 portions or more,Male,Percent,15
Scotland,2017,Fruit & vegetable consumption (children): 5 portions or more,Male,95% Lower Confidence Limit,11.6
Scotland,2017,Fruit & vegetable consumption (children): 5 portions or more,Male,95% Upper Confidence Limit,17.7
Scotland,2017,Fruit & vegetable consumption (children): Less than 5 portions,All,Percent,75
Scotland,2017,Fruit & vegetable consumption (children): Less than 5 portions,All,95% Lower Confidence Limit,72.3
Scotland,2017,Fruit & vegetable consumption (children): Less than 5 portions,All,95% Upper Confidence Limit,77.5
Scotland,2017,Fruit & vegetable consumption (children): Less than 5 portions,Female,Percent,75
Scotland,2017,Fruit & vegetable consumption (children): Less than 5 portions,Female,95% Lower Confidence Limit,71.2
Scotland,2017,Fruit & vegetable consumption (children): Less than 5 portions,Female,95% Upper Confidence Limit,78.7
Scotland,2017,Fruit & vegetable consumption (children): Less than 5 portions,Male,Percent,75
Scotland,2017,Fruit & vegetable consumption (children): Less than 5 portions,Male,95% Lower Confidence Limit,71.5
Scotland,2017,Fruit & vegetable consumption (children): Less than 5 portions,Male,95% Upper Confidence Limit,78.4
Scotland,2017,Fruit & vegetable consumption (children): None,All,Percent,10
Scotland,2017,Fruit & vegetable consumption (children): None,All,95% Lower Confidence Limit,7.6
Scotland,2017,Fruit & vegetable consumption (children): None,All,95% Upper Confidence Limit,11.6
Scotland,2017,Fruit & vegetable consumption (children): None,Female,Percent,9
Scotland,2017,Fruit & vegetable consumption (children): None,Female,95% Lower Confidence Limit,6.1
Scotland,2017,Fruit & vegetable consumption (children): None,Female,95% Upper Confidence Limit,11.3
Scotland,2017,Fruit & vegetable consumption (children): None,Male,Percent,10
Scotland,2017,Fruit & vegetable consumption (children): None,Male,95% Lower Confidence Limit,7.9
Scotland,2017,Fruit & vegetable consumption (children): None,Male,95% Upper Confidence Limit,13
Scotland,2017,Gum bleeding: No,All,Percent,67
Scotland,2017,Gum bleeding: No,All,95% Lower Confidence Limit,64.9
Scotland,2017,Gum bleeding: No,All,95% Upper Confidence Limit,68.9
Scotland,2017,Gum bleeding: No,Female,Percent,65
Scotland,2017,Gum bleeding: No,Female,95% Lower Confidence Limit,62.4
Scotland,2017,Gum bleeding: No,Female,95% Upper Confidence Limit,67.2
Scotland,2017,Gum bleeding: No,Male,Percent,69
Scotland,2017,Gum bleeding: No,Male,95% Lower Confidence Limit,66.4
Scotland,2017,Gum bleeding: No,Male,95% Upper Confidence Limit,71.9
Scotland,2017,Gum bleeding: No natural teeth,All,Percent,8
Scotland,2017,Gum bleeding: No natural teeth,All,95% Lower Confidence Limit,7
Scotland,2017,Gum bleeding: No natural teeth,All,95% Upper Confidence Limit,9
Scotland,2017,Gum bleeding: No natural teeth,Female,Percent,10
Scotland,2017,Gum bleeding: No natural teeth,Female,95% Lower Confidence Limit,8.4
Scotland,2017,Gum bleeding: No natural teeth,Female,95% Upper Confidence Limit,11
Scotland,2017,Gum bleeding: No natural teeth,Male,Percent,6
Scotland,2017,Gum bleeding: No natural teeth,Male,95% Lower Confidence Limit,4.8
Scotland,2017,Gum bleeding: No natural teeth,Male,95% Upper Confidence Limit,7.5
Scotland,2017,"Gum bleeding: Yes, occasionally",All,Percent,20
Scotland,2017,"Gum bleeding: Yes, occasionally",All,95% Lower Confidence Limit,18.7
Scotland,2017,"Gum bleeding: Yes, occasionally",All,95% Upper Confidence Limit,22.2
Scotland,2017,"Gum bleeding: Yes, occasionally",Female,Percent,21
Scotland,2017,"Gum bleeding: Yes, occasionally",Female,95% Lower Confidence Limit,18.9
Scotland,2017,"Gum bleeding: Yes, occasionally",Female,95% Upper Confidence Limit,22.8
Scotland,2017,"Gum bleeding: Yes, occasionally",Male,Percent,20
Scotland,2017,"Gum bleeding: Yes, occasionally",Male,95% Lower Confidence Limit,17.5
Scotland,2017,"Gum bleeding: Yes, occasionally",Male,95% Upper Confidence Limit,22.6
Scotland,2017,"Gum bleeding: Yes, often",All,Percent,5
Scotland,2017,"Gum bleeding: Yes, often",All,95% Lower Confidence Limit,3.7
Scotland,2017,"Gum bleeding: Yes, often",All,95% Upper Confidence Limit,5.6
Scotland,2017,"Gum bleeding: Yes, often",Female,Percent,5
Scotland,2017,"Gum bleeding: Yes, often",Female,95% Lower Confidence Limit,3.6
Scotland,2017,"Gum bleeding: Yes, often",Female,95% Upper Confidence Limit,5.7
Scotland,2017,"Gum bleeding: Yes, often",Male,Percent,5
Scotland,2017,"Gum bleeding: Yes, often",Male,95% Lower Confidence Limit,3.3
Scotland,2017,"Gum bleeding: Yes, often",Male,95% Upper Confidence Limit,6
Scotland,2017,Length of time since last visit to the dentist: Less than a year ago,All,Percent,73
Scotland,2017,Length of time since last visit to the dentist: Less than a year ago,All,95% Lower Confidence Limit,69.6
Scotland,2017,Length of time since last visit to the dentist: Less than a year ago,All,95% Upper Confidence Limit,75.5
Scotland,2017,Length of time since last visit to the dentist: Less than a year ago,Female,Percent,76
Scotland,2017,Length of time since last visit to the dentist: Less than a year ago,Female,95% Lower Confidence Limit,73.2
Scotland,2017,Length of time since last visit to the dentist: Less than a year ago,Female,95% Upper Confidence Limit,79.6
Scotland,2017,Length of time since last visit to the dentist: Less than a year ago,Male,Percent,68
Scotland,2017,Length of time since last visit to the dentist: Less than a year ago,Male,95% Lower Confidence Limit,64.4
Scotland,2017,Length of time since last visit to the dentist: Less than a year ago,Male,95% Upper Confidence Limit,72.5
Scotland,2017,"Length of time since last visit to the dentist: More than 1 year, up to 2 years ago",All,Percent,10
Scotland,2017,"Length of time since last visit to the dentist: More than 1 year, up to 2 years ago",All,95% Lower Confidence Limit,8.4
Scotland,2017,"Length of time since last visit to the dentist: More than 1 year, up to 2 years ago",All,95% Upper Confidence Limit,12.5
Scotland,2017,"Length of time since last visit to the dentist: More than 1 year, up to 2 years ago",Female,Percent,10
Scotland,2017,"Length of time since last visit to the dentist: More than 1 year, up to 2 years ago",Female,95% Lower Confidence Limit,7.9
Scotland,2017,"Length of time since last visit to the dentist: More than 1 year, up to 2 years ago",Female,95% Upper Confidence Limit,12.3
Scotland,2017,"Length of time since last visit to the dentist: More than 1 year, up to 2 years ago",Male,Percent,11
Scotland,2017,"Length of time since last visit to the dentist: More than 1 year, up to 2 years ago",Male,95% Lower Confidence Limit,7.9
Scotland,2017,"Length of time since last visit to the dentist: More than 1 year, up to 2 years ago",Male,95% Upper Confidence Limit,13.7
Scotland,2017,"Length of time since last visit to the dentist: More than 2 years, up to 5 years ago",All,Percent,8
Scotland,2017,"Length of time since last visit to the dentist: More than 2 years, up to 5 years ago",All,95% Lower Confidence Limit,6.6
Scotland,2017,"Length of time since last visit to the dentist: More than 2 years, up to 5 years ago",All,95% Upper Confidence Limit,10.2
Scotland,2017,"Length of time since last visit to the dentist: More than 2 years, up to 5 years ago",Female,Percent,6
Scotland,2017,"Length of time since last visit to the dentist: More than 2 years, up to 5 years ago",Female,95% Lower Confidence Limit,4.5
Scotland,2017,"Length of time since last visit to the dentist: More than 2 years, up to 5 years ago",Female,95% Upper Confidence Limit,7.7
Scotland,2017,"Length of time since last visit to the dentist: More than 2 years, up to 5 years ago",Male,Percent,11
Scotland,2017,"Length of time since last visit to the dentist: More than 2 years, up to 5 years ago",Male,95% Lower Confidence Limit,8.1
Scotland,2017,"Length of time since last visit to the dentist: More than 2 years, up to 5 years ago",Male,95% Upper Confidence Limit,13.7
Scotland,2017,Length of time since last visit to the dentist: More than 5 years ago,All,Percent,8
Scotland,2017,Length of time since last visit to the dentist: More than 5 years ago,All,95% Lower Confidence Limit,6.8
Scotland,2017,Length of time since last visit to the dentist: More than 5 years ago,All,95% Upper Confidence Limit,9.9
Scotland,2017,Length of time since last visit to the dentist: More than 5 years ago,Female,Percent,7
Scotland,2017,Length of time since last visit to the dentist: More than 5 years ago,Female,95% Lower Confidence Limit,5.7
Scotland,2017,Length of time since last visit to the dentist: More than 5 years ago,Female,95% Upper Confidence Limit,9
Scotland,2017,Length of time since last visit to the dentist: More than 5 years ago,Male,Percent,9
Scotland,2017,Length of time since last visit to the dentist: More than 5 years ago,Male,95% Lower Confidence Limit,7.2
Scotland,2017,Length of time since last visit to the dentist: More than 5 years ago,Male,95% Upper Confidence Limit,11.7
Scotland,2017,Length of time since last visit to the dentist: Never been to the dentist,All,Percent,0
Scotland,2017,Length of time since last visit to the dentist: Never been to the dentist,All,95% Lower Confidence Limit,0
Scotland,2017,Length of time since last visit to the dentist: Never been to the dentist,All,95% Upper Confidence Limit,0.5
Scotland,2017,Length of time since last visit to the dentist: Never been to the dentist,Female,Percent,0
Scotland,2017,Length of time since last visit to the dentist: Never been to the dentist,Female,95% Lower Confidence Limit,0
Scotland,2017,Length of time since last visit to the dentist: Never been to the dentist,Female,95% Upper Confidence Limit,0.2
Scotland,2017,Length of time since last visit to the dentist: Never been to the dentist,Male,Percent,0
Scotland,2017,Length of time since last visit to the dentist: Never been to the dentist,Male,95% Lower Confidence Limit,0
Scotland,2017,Length of time since last visit to the dentist: Never been to the dentist,Male,95% Upper Confidence Limit,0.9
Scotland,2017,Life satisfaction: Above the mode (9 to 10-Extremely satisfied),All,Percent,34
Scotland,2017,Life satisfaction: Above the mode (9 to 10-Extremely satisfied),All,95% Lower Confidence Limit,32.1
Scotland,2017,Life satisfaction: Above the mode (9 to 10-Extremely satisfied),All,95% Upper Confidence Limit,36.1
Scotland,2017,Life satisfaction: Above the mode (9 to 10-Extremely satisfied),Female,Percent,35
Scotland,2017,Life satisfaction: Above the mode (9 to 10-Extremely satisfied),Female,95% Lower Confidence Limit,32.8
Scotland,2017,Life satisfaction: Above the mode (9 to 10-Extremely satisfied),Female,95% Upper Confidence Limit,37.4
Scotland,2017,Life satisfaction: Above the mode (9 to 10-Extremely satisfied),Male,Percent,33
Scotland,2017,Life satisfaction: Above the mode (9 to 10-Extremely satisfied),Male,95% Lower Confidence Limit,30.5
Scotland,2017,Life satisfaction: Above the mode (9 to 10-Extremely satisfied),Male,95% Upper Confidence Limit,35.6
Scotland,2017,Life satisfaction: Below the mode (0-Extremely dissatisfied to 7),All,Percent,35
Scotland,2017,Life satisfaction: Below the mode (0-Extremely dissatisfied to 7),All,95% Lower Confidence Limit,32.6
Scotland,2017,Life satisfaction: Below the mode (0-Extremely dissatisfied to 7),All,95% Upper Confidence Limit,36.8
Scotland,2017,Life satisfaction: Below the mode (0-Extremely dissatisfied to 7),Female,Percent,33
Scotland,2017,Life satisfaction: Below the mode (0-Extremely dissatisfied to 7),Female,95% Lower Confidence Limit,31.1
Scotland,2017,Life satisfaction: Below the mode (0-Extremely dissatisfied to 7),Female,95% Upper Confidence Limit,35.6
Scotland,2017,Life satisfaction: Below the mode (0-Extremely dissatisfied to 7),Male,Percent,36
Scotland,2017,Life satisfaction: Below the mode (0-Extremely dissatisfied to 7),Male,95% Lower Confidence Limit,33.2
Scotland,2017,Life satisfaction: Below the mode (0-Extremely dissatisfied to 7),Male,95% Upper Confidence Limit,39.2
Scotland,2017,Life satisfaction: Mode (8),All,Percent,31
Scotland,2017,Life satisfaction: Mode (8),All,95% Lower Confidence Limit,29.4
Scotland,2017,Life satisfaction: Mode (8),All,95% Upper Confidence Limit,33
Scotland,2017,Life satisfaction: Mode (8),Female,Percent,32
Scotland,2017,Life satisfaction: Mode (8),Female,95% Lower Confidence Limit,29.3
Scotland,2017,Life satisfaction: Mode (8),Female,95% Upper Confidence Limit,33.9
Scotland,2017,Life satisfaction: Mode (8),Male,Percent,31
Scotland,2017,Life satisfaction: Mode (8),Male,95% Lower Confidence Limit,28.2
Scotland,2017,Life satisfaction: Mode (8),Male,95% Upper Confidence Limit,33.3
Scotland,2017,Long-term illness (children): Limiting long-term illness,All,Percent,10
Scotland,2017,Long-term illness (children): Limiting long-term illness,All,95% Lower Confidence Limit,8.5
Scotland,2017,Long-term illness (children): Limiting long-term illness,All,95% Upper Confidence Limit,11.9
Scotland,2017,Long-term illness (children): Limiting long-term illness,Female,Percent,10
Scotland,2017,Long-term illness (children): Limiting long-term illness,Female,95% Lower Confidence Limit,7.6
Scotland,2017,Long-term illness (children): Limiting long-term illness,Female,95% Upper Confidence Limit,12.1
Scotland,2017,Long-term illness (children): Limiting long-term illness,Male,Percent,11
Scotland,2017,Long-term illness (children): Limiting long-term illness,Male,95% Lower Confidence Limit,8.2
Scotland,2017,Long-term illness (children): Limiting long-term illness,Male,95% Upper Confidence Limit,12.8
Scotland,2017,Long-term illness (children): No long-term illness,All,Percent,83
Scotland,2017,Long-term illness (children): No long-term illness,All,95% Lower Confidence Limit,80.6
Scotland,2017,Long-term illness (children): No long-term illness,All,95% Upper Confidence Limit,84.9
Scotland,2017,Long-term illness (children): No long-term illness,Female,Percent,83
Scotland,2017,Long-term illness (children): No long-term illness,Female,95% Lower Confidence Limit,80.4
Scotland,2017,Long-term illness (children): No long-term illness,Female,95% Upper Confidence Limit,86
Scotland,2017,Long-term illness (children): No long-term illness,Male,Percent,82
Scotland,2017,Long-term illness (children): No long-term illness,Male,95% Lower Confidence Limit,79.4
Scotland,2017,Long-term illness (children): No long-term illness,Male,95% Upper Confidence Limit,85.2
Scotland,2017,Long-term illness (children): Non-limiting long-term illness,All,Percent,7
Scotland,2017,Long-term illness (children): Non-limiting long-term illness,All,95% Lower Confidence Limit,5.6
Scotland,2017,Long-term illness (children): Non-limiting long-term illness,All,95% Upper Confidence Limit,8.5
Scotland,2017,Long-term illness (children): Non-limiting long-term illness,Female,Percent,7
Scotland,2017,Long-term illness (children): Non-limiting long-term illness,Female,95% Lower Confidence Limit,5
Scotland,2017,Long-term illness (children): Non-limiting long-term illness,Female,95% Upper Confidence Limit,8.9
Scotland,2017,Long-term illness (children): Non-limiting long-term illness,Male,Percent,7
Scotland,2017,Long-term illness (children): Non-limiting long-term illness,Male,95% Lower Confidence Limit,5.3
Scotland,2017,Long-term illness (children): Non-limiting long-term illness,Male,95% Upper Confidence Limit,9.1
Scotland,2017,Number of natural teeth (including crowns): 20 or more,All,Percent,76
Scotland,2017,Number of natural teeth (including crowns): 20 or more,All,95% Lower Confidence Limit,74.1
Scotland,2017,Number of natural teeth (including crowns): 20 or more,All,95% Upper Confidence Limit,78
Scotland,2017,Number of natural teeth (including crowns): 20 or more,Female,Percent,76
Scotland,2017,Number of natural teeth (including crowns): 20 or more,Female,95% Lower Confidence Limit,73.7
Scotland,2017,Number of natural teeth (including crowns): 20 or more,Female,95% Upper Confidence Limit,78.1
Scotland,2017,Number of natural teeth (including crowns): 20 or more,Male,Percent,76
Scotland,2017,Number of natural teeth (including crowns): 20 or more,Male,95% Lower Confidence Limit,73.7
Scotland,2017,Number of natural teeth (including crowns): 20 or more,Male,95% Upper Confidence Limit,78.8
Scotland,2017,Number of natural teeth (including crowns): Between 10 and 19,All,Percent,11
Scotland,2017,Number of natural teeth (including crowns): Between 10 and 19,All,95% Lower Confidence Limit,9.8
Scotland,2017,Number of natural teeth (including crowns): Between 10 and 19,All,95% Upper Confidence Limit,12.3
Scotland,2017,Number of natural teeth (including crowns): Between 10 and 19,Female,Percent,10
Scotland,2017,Number of natural teeth (including crowns): Between 10 and 19,Female,95% Lower Confidence Limit,8.2
Scotland,2017,Number of natural teeth (including crowns): Between 10 and 19,Female,95% Upper Confidence Limit,11
Scotland,2017,Number of natural teeth (including crowns): Between 10 and 19,Male,Percent,13
Scotland,2017,Number of natural teeth (including crowns): Between 10 and 19,Male,95% Lower Confidence Limit,10.9
Scotland,2017,Number of natural teeth (including crowns): Between 10 and 19,Male,95% Upper Confidence Limit,14.4
Scotland,2017,Number of natural teeth (including crowns): Fewer than 10,All,Percent,5
Scotland,2017,Number of natural teeth (including crowns): Fewer than 10,All,95% Lower Confidence Limit,4.1
Scotland,2017,Number of natural teeth (including crowns): Fewer than 10,All,95% Upper Confidence Limit,5.7
Scotland,2017,Number of natural teeth (including crowns): Fewer than 10,Female,Percent,5
Scotland,2017,Number of natural teeth (including crowns): Fewer than 10,Female,95% Lower Confidence Limit,3.8
Scotland,2017,Number of natural teeth (including crowns): Fewer than 10,Female,95% Upper Confidence Limit,5.8
Scotland,2017,Number of natural teeth (including crowns): Fewer than 10,Male,Percent,5
Scotland,2017,Number of natural teeth (including crowns): Fewer than 10,Male,95% Lower Confidence Limit,3.8
Scotland,2017,Number of natural teeth (including crowns): Fewer than 10,Male,95% Upper Confidence Limit,6.1
Scotland,2017,Number of natural teeth (including crowns): No natural teeth,All,Percent,8
Scotland,2017,Number of natural teeth (including crowns): No natural teeth,All,95% Lower Confidence Limit,7
Scotland,2017,Number of natural teeth (including crowns): No natural teeth,All,95% Upper Confidence Limit,9
Scotland,2017,Number of natural teeth (including crowns): No natural teeth,Female,Percent,10
Scotland,2017,Number of natural teeth (including crowns): No natural teeth,Female,95% Lower Confidence Limit,8.4
Scotland,2017,Number of natural teeth (including crowns): No natural teeth,Female,95% Upper Confidence Limit,11
Scotland,2017,Number of natural teeth (including crowns): No natural teeth,Male,Percent,6
Scotland,2017,Number of natural teeth (including crowns): No natural teeth,Male,95% Lower Confidence Limit,4.8
Scotland,2017,Number of natural teeth (including crowns): No natural teeth,Male,95% Upper Confidence Limit,7.5
Scotland,2017,"Provide any regular help or care for any sick, disabled or frail person: No",All,Percent,85
Scotland,2017,"Provide any regular help or care for any sick, disabled or frail person: No",All,95% Lower Confidence Limit,83.5
Scotland,2017,"Provide any regular help or care for any sick, disabled or frail person: No",All,95% Upper Confidence Limit,86.7
Scotland,2017,"Provide any regular help or care for any sick, disabled or frail person: No",Female,Percent,82
Scotland,2017,"Provide any regular help or care for any sick, disabled or frail person: No",Female,95% Lower Confidence Limit,80.3
Scotland,2017,"Provide any regular help or care for any sick, disabled or frail person: No",Female,95% Upper Confidence Limit,84.3
Scotland,2017,"Provide any regular help or care for any sick, disabled or frail person: No",Male,Percent,88
Scotland,2017,"Provide any regular help or care for any sick, disabled or frail person: No",Male,95% Lower Confidence Limit,86.2
Scotland,2017,"Provide any regular help or care for any sick, disabled or frail person: No",Male,95% Upper Confidence Limit,90
Scotland,2017,"Provide any regular help or care for any sick, disabled or frail person: Yes",All,Percent,15
Scotland,2017,"Provide any regular help or care for any sick, disabled or frail person: Yes",All,95% Lower Confidence Limit,13.3
Scotland,2017,"Provide any regular help or care for any sick, disabled or frail person: Yes",All,95% Upper Confidence Limit,16.5
Scotland,2017,"Provide any regular help or care for any sick, disabled or frail person: Yes",Female,Percent,18
Scotland,2017,"Provide any regular help or care for any sick, disabled or frail person: Yes",Female,95% Lower Confidence Limit,15.7
Scotland,2017,"Provide any regular help or care for any sick, disabled or frail person: Yes",Female,95% Upper Confidence Limit,19.7
Scotland,2017,"Provide any regular help or care for any sick, disabled or frail person: Yes",Male,Percent,12
Scotland,2017,"Provide any regular help or care for any sick, disabled or frail person: Yes",Male,95% Lower Confidence Limit,10
Scotland,2017,"Provide any regular help or care for any sick, disabled or frail person: Yes",Male,95% Upper Confidence Limit,13.8
Scotland,2017,Self-assessed general health (children): Bad/Very bad,All,Percent,1
Scotland,2017,Self-assessed general health (children): Bad/Very bad,All,95% Lower Confidence Limit,0.6
Scotland,2017,Self-assessed general health (children): Bad/Very bad,All,95% Upper Confidence Limit,1.7
Scotland,2017,Self-assessed general health (children): Bad/Very bad,Female,Percent,1
Scotland,2017,Self-assessed general health (children): Bad/Very bad,Female,95% Lower Confidence Limit,0.5
Scotland,2017,Self-assessed general health (children): Bad/Very bad,Female,95% Upper Confidence Limit,2.4
Scotland,2017,Self-assessed general health (children): Bad/Very bad,Male,Percent,1
Scotland,2017,Self-assessed general health (children): Bad/Very bad,Male,95% Lower Confidence Limit,0.2
Scotland,2017,Self-assessed general health (children): Bad/Very bad,Male,95% Upper Confidence Limit,1.6
Scotland,2017,Self-assessed general health (children): Fair,All,Percent,5
Scotland,2017,Self-assessed general health (children): Fair,All,95% Lower Confidence Limit,3.9
Scotland,2017,Self-assessed general health (children): Fair,All,95% Upper Confidence Limit,6.2
Scotland,2017,Self-assessed general health (children): Fair,Female,Percent,5
Scotland,2017,Self-assessed general health (children): Fair,Female,95% Lower Confidence Limit,3.6
Scotland,2017,Self-assessed general health (children): Fair,Female,95% Upper Confidence Limit,7.2
Scotland,2017,Self-assessed general health (children): Fair,Male,Percent,5
Scotland,2017,Self-assessed general health (children): Fair,Male,95% Lower Confidence Limit,3.3
Scotland,2017,Self-assessed general health (children): Fair,Male,95% Upper Confidence Limit,6.2
Scotland,2017,Self-assessed general health (children): Very good/Good,All,Percent,94
Scotland,2017,Self-assessed general health (children): Very good/Good,All,95% Lower Confidence Limit,92.5
Scotland,2017,Self-assessed general health (children): Very good/Good,All,95% Upper Confidence Limit,95
Scotland,2017,Self-assessed general health (children): Very good/Good,Female,Percent,93
Scotland,2017,Self-assessed general health (children): Very good/Good,Female,95% Lower Confidence Limit,91.2
Scotland,2017,Self-assessed general health (children): Very good/Good,Female,95% Upper Confidence Limit,95.2
Scotland,2017,Self-assessed general health (children): Very good/Good,Male,Percent,94
Scotland,2017,Self-assessed general health (children): Very good/Good,Male,95% Lower Confidence Limit,92.8
Scotland,2017,Self-assessed general health (children): Very good/Good,Male,95% Upper Confidence Limit,95.9
Scotland,2017,Summary activity levels: Low activity,All,Percent,4
Scotland,2017,Summary activity levels: Low activity,All,95% Lower Confidence Limit,3.4
Scotland,2017,Summary activity levels: Low activity,All,95% Upper Confidence Limit,4.8
Scotland,2017,Summary activity levels: Low activity,Female,Percent,5
Scotland,2017,Summary activity levels: Low activity,Female,95% Lower Confidence Limit,3.8
Scotland,2017,Summary activity levels: Low activity,Female,95% Upper Confidence Limit,5.9
Scotland,2017,Summary activity levels: Low activity,Male,Percent,3
Scotland,2017,Summary activity levels: Low activity,Male,95% Lower Confidence Limit,2.4
Scotland,2017,Summary activity levels: Low activity,Male,95% Upper Confidence Limit,4.3
Scotland,2017,Summary activity levels: Meets recommendations,All,Percent,65
Scotland,2017,Summary activity levels: Meets recommendations,All,95% Lower Confidence Limit,63.1
